judge,candidate_chosen,candidate_not_chosen
A1K9IEWJZCN94V,E5,G5
A1K9IEWJZCN94V,E1,H1
A1K9IEWJZCN94V,H2,E2
A1K9IEWJZCN94V,E3,H3
A1K9IEWJZCN94V,E4,H4
A1K9IEWJZCN94V,E5,H5
A1K9IEWJZCN94V,F1,G1
A1K9IEWJZCN94V,G2,F2
A1K9IEWJZCN94V,F3,G3
A1K9IEWJZCN94V,F4,G4
A1K9IEWJZCN94V,F5,G5
A1K9IEWJZCN94V,F1,H1
A1K9IEWJZCN94V,H2,F2
A1K9IEWJZCN94V,F3,H3
A1K9IEWJZCN94V,F4,H4
A1K9IEWJZCN94V,H5,F5
A1K9IEWJZCN94V,H1,G1
A1K9IEWJZCN94V,H2,G2
A1K9IEWJZCN94V,G3,H3
A1K9IEWJZCN94V,G4,H4
A1K9IEWJZCN94V,G5,H5
A1PKUCF9MTYJIT,F1,E1
A1PKUCF9MTYJIT,F2,E2
A1PKUCF9MTYJIT,F3,E3
A1PKUCF9MTYJIT,E4,F4
A1PKUCF9MTYJIT,F5,E5
A1PKUCF9MTYJIT,G1,E1
A1PKUCF9MTYJIT,G2,E2
A1PKUCF9MTYJIT,G3,E3
A1PKUCF9MTYJIT,G4,E4
A1PKUCF9MTYJIT,G5,E5
A1PKUCF9MTYJIT,H1,E1
A1PKUCF9MTYJIT,H2,E2
A1PKUCF9MTYJIT,H3,E3
A1PKUCF9MTYJIT,H4,E4
A1PKUCF9MTYJIT,H5,E5
A1PKUCF9MTYJIT,G1,F1
A1PKUCF9MTYJIT,F2,G2
A1PKUCF9MTYJIT,F3,G3
A1PKUCF9MTYJIT,G4,F4
A1PKUCF9MTYJIT,G5,F5
A1PKUCF9MTYJIT,H1,F1
A1PKUCF9MTYJIT,H2,F2
A1PKUCF9MTYJIT,H3,F3
A1PKUCF9MTYJIT,H4,F4
A1PKUCF9MTYJIT,H5,F5
A1PKUCF9MTYJIT,H1,G1
A1PKUCF9MTYJIT,H2,G2
A1PKUCF9MTYJIT,H3,G3
A1PKUCF9MTYJIT,H4,G4
A1PKUCF9MTYJIT,G5,H5
A1USC50FXMEUH1,E1,F1
A1USC50FXMEUH1,E2,F2
A1USC50FXMEUH1,F3,E3
A1USC50FXMEUH1,E4,F4
A1USC50FXMEUH1,E5,F5
A1USC50FXMEUH1,E1,G1
A1USC50FXMEUH1,E2,G2
A1USC50FXMEUH1,E3,G3
A1USC50FXMEUH1,G4,E4
A1USC50FXMEUH1,E5,G5
A1USC50FXMEUH1,E1,H1
A1USC50FXMEUH1,H2,E2
A1USC50FXMEUH1,H3,E3
A1USC50FXMEUH1,H4,E4
A1USC50FXMEUH1,H5,E5
A1USC50FXMEUH1,G1,F1
A1USC50FXMEUH1,F2,G2
A1USC50FXMEUH1,F3,G3
A1USC50FXMEUH1,F4,G4
A1USC50FXMEUH1,F5,G5
A1USC50FXMEUH1,H1,F1
A1USC50FXMEUH1,H2,F2
A1USC50FXMEUH1,H3,F3
A1USC50FXMEUH1,H4,F4
A1USC50FXMEUH1,H5,F5
A1USC50FXMEUH1,H1,G1
A1USC50FXMEUH1,H2,G2
A1USC50FXMEUH1,H3,G3
A1USC50FXMEUH1,H4,G4
A1USC50FXMEUH1,G5,H5
A22IJYXTZKHCJA,E1,F1
A22IJYXTZKHCJA,F2,E2
A22IJYXTZKHCJA,F3,E3
A22IJYXTZKHCJA,E4,F4
A22IJYXTZKHCJA,E5,F5
A22IJYXTZKHCJA,E1,G1
A22IJYXTZKHCJA,E2,G2
A22IJYXTZKHCJA,G3,E3
A22IJYXTZKHCJA,G4,E4
A22IJYXTZKHCJA,E5,G5
A22IJYXTZKHCJA,E1,H1
A22IJYXTZKHCJA,H2,E2
A22IJYXTZKHCJA,H3,E3
A22IJYXTZKHCJA,H4,E4
A22IJYXTZKHCJA,E5,H5
A22IJYXTZKHCJA,F1,G1
A22IJYXTZKHCJA,F2,G2
A22IJYXTZKHCJA,G3,F3
A22IJYXTZKHCJA,G4,F4
A22IJYXTZKHCJA,F5,G5
A22IJYXTZKHCJA,F1,H1
A22IJYXTZKHCJA,H2,F2
A22IJYXTZKHCJA,H3,F3
A22IJYXTZKHCJA,H4,F4
A22IJYXTZKHCJA,F5,H5
A22IJYXTZKHCJA,H1,G1
A22IJYXTZKHCJA,H2,G2
A22IJYXTZKHCJA,H3,G3
A22IJYXTZKHCJA,H4,G4
A22IJYXTZKHCJA,G5,H5
A231HWNQZQR8GT,E1,F1
A231HWNQZQR8GT,F2,E2
A231HWNQZQR8GT,F3,E3
A231HWNQZQR8GT,E4,F4
A231HWNQZQR8GT,F5,E5
A231HWNQZQR8GT,E1,G1
A231HWNQZQR8GT,E2,G2
A231HWNQZQR8GT,E3,G3
A231HWNQZQR8GT,G4,E4
A231HWNQZQR8GT,G5,E5
A231HWNQZQR8GT,E1,H1
A231HWNQZQR8GT,E2,H2
A231HWNQZQR8GT,H3,E3
A231HWNQZQR8GT,H4,E4
A231HWNQZQR8GT,H5,E5
A231HWNQZQR8GT,F1,G1
A231HWNQZQR8GT,G2,F2
A231HWNQZQR8GT,F3,G3
A231HWNQZQR8GT,F4,G4
A231HWNQZQR8GT,G5,F5
A231HWNQZQR8GT,F1,H1
A231HWNQZQR8GT,H2,F2
A231HWNQZQR8GT,H3,F3
A231HWNQZQR8GT,H4,F4
A231HWNQZQR8GT,H5,F5
A231HWNQZQR8GT,H1,G1
A231HWNQZQR8GT,H2,G2
A231HWNQZQR8GT,H3,G3
A231HWNQZQR8GT,H4,G4
A231HWNQZQR8GT,G5,H5
A2D7FAQEQFN0XT,E1,F1
A2D7FAQEQFN0XT,E2,F2
A2D7FAQEQFN0XT,F3,E3
A2D7FAQEQFN0XT,E4,F4
A2D7FAQEQFN0XT,E5,F5
A2D7FAQEQFN0XT,E1,G1
A2D7FAQEQFN0XT,G2,E2
A2D7FAQEQFN0XT,E3,G3
A2D7FAQEQFN0XT,E4,G4
A2D7FAQEQFN0XT,E5,G5
A2D7FAQEQFN0XT,H1,E1
A2D7FAQEQFN0XT,H2,E2
A2D7FAQEQFN0XT,H3,E3
A2D7FAQEQFN0XT,H4,E4
A2D7FAQEQFN0XT,E5,H5
A2D7FAQEQFN0XT,F1,G1
A2D7FAQEQFN0XT,F2,G2
A2D7FAQEQFN0XT,F3,G3
A2D7FAQEQFN0XT,G4,F4
A2D7FAQEQFN0XT,F5,G5
A2D7FAQEQFN0XT,H1,F1
A2D7FAQEQFN0XT,H2,F2
A2D7FAQEQFN0XT,H3,F3
A2D7FAQEQFN0XT,H4,F4
A2D7FAQEQFN0XT,H5,F5
A2D7FAQEQFN0XT,H1,G1
A2D7FAQEQFN0XT,H2,G2
A2D7FAQEQFN0XT,H3,G3
A2D7FAQEQFN0XT,H4,G4
A2D7FAQEQFN0XT,G5,H5
A2EY0UAH38BQ0O,E1,F1
A2EY0UAH38BQ0O,F2,E2
A2EY0UAH38BQ0O,F3,E3
A2EY0UAH38BQ0O,F4,E4
A2EY0UAH38BQ0O,E5,F5
A2EY0UAH38BQ0O,E1,G1
A2EY0UAH38BQ0O,G2,E2
A2EY0UAH38BQ0O,E3,G3
A2EY0UAH38BQ0O,G4,E4
A2EY0UAH38BQ0O,G5,E5
A2EY0UAH38BQ0O,E1,H1
A2EY0UAH38BQ0O,H2,E2
A2EY0UAH38BQ0O,H3,E3
A2EY0UAH38BQ0O,H4,E4
A2EY0UAH38BQ0O,H5,E5
A2EY0UAH38BQ0O,G1,F1
A2EY0UAH38BQ0O,F2,G2
A2EY0UAH38BQ0O,F3,G3
A2EY0UAH38BQ0O,G4,F4
A2EY0UAH38BQ0O,G5,F5
A2EY0UAH38BQ0O,H1,F1
A2EY0UAH38BQ0O,H2,F2
A2EY0UAH38BQ0O,H3,F3
A2EY0UAH38BQ0O,H4,F4
A2EY0UAH38BQ0O,H5,F5
A2EY0UAH38BQ0O,H1,G1
A2EY0UAH38BQ0O,H2,G2
A2EY0UAH38BQ0O,H3,G3
A2EY0UAH38BQ0O,H4,G4
A2EY0UAH38BQ0O,H5,G5
A2TLYMTFPCZVMM,E1,F1
A2TLYMTFPCZVMM,F2,E2
A2TLYMTFPCZVMM,F3,E3
A2TLYMTFPCZVMM,F4,E4
A2TLYMTFPCZVMM,F5,E5
A2TLYMTFPCZVMM,E1,G1
A2TLYMTFPCZVMM,E2,G2
A2TLYMTFPCZVMM,G3,E3
A2TLYMTFPCZVMM,G4,E4
A2TLYMTFPCZVMM,G5,E5
A2TLYMTFPCZVMM,H1,E1
A2TLYMTFPCZVMM,E2,H2
A2TLYMTFPCZVMM,H3,E3
A2TLYMTFPCZVMM,H4,E4
A2TLYMTFPCZVMM,H5,E5
A2TLYMTFPCZVMM,G1,F1
A2TLYMTFPCZVMM,F2,G2
A2TLYMTFPCZVMM,F3,G3
A2TLYMTFPCZVMM,F4,G4
A2TLYMTFPCZVMM,F5,G5
A2TLYMTFPCZVMM,H1,F1
A2TLYMTFPCZVMM,H2,F2
A2TLYMTFPCZVMM,H3,F3
A2TLYMTFPCZVMM,H4,F4
A2TLYMTFPCZVMM,H5,F5
A2TLYMTFPCZVMM,G1,H1
A2TLYMTFPCZVMM,G2,H2
A2TLYMTFPCZVMM,H3,G3
A2TLYMTFPCZVMM,H4,G4
A2TLYMTFPCZVMM,H5,G5
A2ZC8GJ9M4T062,F1,E1
A2ZC8GJ9M4T062,F2,E2
A2ZC8GJ9M4T062,E3,F3
A2ZC8GJ9M4T062,E4,F4
A2ZC8GJ9M4T062,E5,F5
A2ZC8GJ9M4T062,E1,G1
A2ZC8GJ9M4T062,E2,G2
A2ZC8GJ9M4T062,E3,G3
A2ZC8GJ9M4T062,E4,G4
A2ZC8GJ9M4T062,E5,G5
A2ZC8GJ9M4T062,E1,H1
A2ZC8GJ9M4T062,H2,E2
A2ZC8GJ9M4T062,H3,E3
A2ZC8GJ9M4T062,H4,E4
A2ZC8GJ9M4T062,H5,E5
A2ZC8GJ9M4T062,F1,G1
A2ZC8GJ9M4T062,G2,F2
A2ZC8GJ9M4T062,G3,F3
A2ZC8GJ9M4T062,G4,F4
A2ZC8GJ9M4T062,F5,G5
A2ZC8GJ9M4T062,H1,F1
A2ZC8GJ9M4T062,H2,F2
A2ZC8GJ9M4T062,H3,F3
A2ZC8GJ9M4T062,F4,H4
A2ZC8GJ9M4T062,F5,H5
A2ZC8GJ9M4T062,H1,G1
A2ZC8GJ9M4T062,H2,G2
A2ZC8GJ9M4T062,H3,G3
A2ZC8GJ9M4T062,H4,G4
A2ZC8GJ9M4T062,G5,H5
A39DNHD26OMN4Q,E1,F1
A39DNHD26OMN4Q,E2,F2
A39DNHD26OMN4Q,E3,F3
A39DNHD26OMN4Q,E4,F4
A39DNHD26OMN4Q,F5,E5
A39DNHD26OMN4Q,E1,G1
A39DNHD26OMN4Q,G2,E2
A39DNHD26OMN4Q,E3,G3
A39DNHD26OMN4Q,E4,G4
A39DNHD26OMN4Q,G5,E5
A39DNHD26OMN4Q,E1,H1
A39DNHD26OMN4Q,H2,E2
A39DNHD26OMN4Q,H3,E3
A39DNHD26OMN4Q,E4,H4
A39DNHD26OMN4Q,E5,H5
A39DNHD26OMN4Q,F1,G1
A39DNHD26OMN4Q,G2,F2
A39DNHD26OMN4Q,F3,G3
A39DNHD26OMN4Q,F4,G4
A39DNHD26OMN4Q,G5,F5
A39DNHD26OMN4Q,F1,H1
A39DNHD26OMN4Q,H2,F2
A39DNHD26OMN4Q,H3,F3
A39DNHD26OMN4Q,F4,H4
A39DNHD26OMN4Q,F5,H5
A39DNHD26OMN4Q,G1,H1
A39DNHD26OMN4Q,G2,H2
A39DNHD26OMN4Q,G3,H3
A39DNHD26OMN4Q,H4,G4
A39DNHD26OMN4Q,G5,H5
A3EWC3BN8RU33I,E1,F1
A3EWC3BN8RU33I,E2,F2
A3EWC3BN8RU33I,F3,E3
A3EWC3BN8RU33I,F4,E4
A3EWC3BN8RU33I,E5,F5
A3EWC3BN8RU33I,E1,G1
A3EWC3BN8RU33I,E2,G2
A3EWC3BN8RU33I,E3,G3
A3EWC3BN8RU33I,E4,G4
A3EWC3BN8RU33I,E5,G5
A3EWC3BN8RU33I,E1,H1
A3EWC3BN8RU33I,H2,E2
A3EWC3BN8RU33I,E3,H3
A3EWC3BN8RU33I,H4,E4
A3EWC3BN8RU33I,H5,E5
A3EWC3BN8RU33I,F1,G1
A3EWC3BN8RU33I,G2,F2
A3EWC3BN8RU33I,F3,G3
A3EWC3BN8RU33I,F4,G4
A3EWC3BN8RU33I,G5,F5
A3EWC3BN8RU33I,H1,F1
A3EWC3BN8RU33I,H2,F2
A3EWC3BN8RU33I,H3,F3
A3EWC3BN8RU33I,H4,F4
A3EWC3BN8RU33I,H5,F5
A3EWC3BN8RU33I,H1,G1
A3EWC3BN8RU33I,H2,G2
A3EWC3BN8RU33I,H3,G3
A3EWC3BN8RU33I,H4,G4
A3EWC3BN8RU33I,G5,H5
A3J8Y94SGZ3R0E,E1,F1
A3J8Y94SGZ3R0E,F2,E2
A3J8Y94SGZ3R0E,F3,E3
A3J8Y94SGZ3R0E,E4,F4
A3J8Y94SGZ3R0E,E5,F5
A3J8Y94SGZ3R0E,E1,G1
A3J8Y94SGZ3R0E,E2,G2
A3J8Y94SGZ3R0E,E3,G3
A3J8Y94SGZ3R0E,G4,E4
A3J8Y94SGZ3R0E,E5,G5
A3J8Y94SGZ3R0E,E1,H1
A3J8Y94SGZ3R0E,H2,E2
A3J8Y94SGZ3R0E,H3,E3
A3J8Y94SGZ3R0E,H4,E4
A3J8Y94SGZ3R0E,H5,E5
A3J8Y94SGZ3R0E,F1,G1
A3J8Y94SGZ3R0E,F2,G2
A3J8Y94SGZ3R0E,F3,G3
A3J8Y94SGZ3R0E,G4,F4
A3J8Y94SGZ3R0E,G5,F5
A3J8Y94SGZ3R0E,H1,F1
A3J8Y94SGZ3R0E,F2,H2
A3J8Y94SGZ3R0E,F3,H3
A3J8Y94SGZ3R0E,H4,F4
A3J8Y94SGZ3R0E,H5,F5
A3J8Y94SGZ3R0E,G1,H1
A3J8Y94SGZ3R0E,H2,G2
A3J8Y94SGZ3R0E,H3,G3
A3J8Y94SGZ3R0E,H4,G4
A3J8Y94SGZ3R0E,H5,G5
A3SQ840DKJHKL4,F1,E1
A3SQ840DKJHKL4,F2,E2
A3SQ840DKJHKL4,F3,E3
A3SQ840DKJHKL4,F4,E4
A3SQ840DKJHKL4,F5,E5
A3SQ840DKJHKL4,E1,G1
A3SQ840DKJHKL4,G2,E2
A3SQ840DKJHKL4,G3,E3
A3SQ840DKJHKL4,G4,E4
A3SQ840DKJHKL4,G5,E5
A3SQ840DKJHKL4,H1,E1
A3SQ840DKJHKL4,H2,E2
A3SQ840DKJHKL4,H3,E3
A3SQ840DKJHKL4,H4,E4
A3SQ840DKJHKL4,H5,E5
A3SQ840DKJHKL4,F1,G1
A3SQ840DKJHKL4,F2,G2
A3SQ840DKJHKL4,F3,G3
A3SQ840DKJHKL4,G4,F4
A3SQ840DKJHKL4,F5,G5
A3SQ840DKJHKL4,F1,H1
A3SQ840DKJHKL4,F2,H2
A3SQ840DKJHKL4,F3,H3
A3SQ840DKJHKL4,H4,F4
A3SQ840DKJHKL4,H5,F5
A3SQ840DKJHKL4,H1,G1
A3SQ840DKJHKL4,H2,G2
A3SQ840DKJHKL4,H3,G3
A3SQ840DKJHKL4,H4,G4
A3SQ840DKJHKL4,G5,H5
AAJEPFSQNC6X,E1,F1
AAJEPFSQNC6X,F2,E2
AAJEPFSQNC6X,F3,E3
AAJEPFSQNC6X,E4,F4
AAJEPFSQNC6X,F5,E5
AAJEPFSQNC6X,E1,G1
AAJEPFSQNC6X,E2,G2
AAJEPFSQNC6X,E3,G3
AAJEPFSQNC6X,E4,G4
AAJEPFSQNC6X,E5,G5
AAJEPFSQNC6X,E1,H1
AAJEPFSQNC6X,H2,E2
AAJEPFSQNC6X,H3,E3
AAJEPFSQNC6X,H4,E4
AAJEPFSQNC6X,H5,E5
AAJEPFSQNC6X,F1,G1
AAJEPFSQNC6X,F2,G2
AAJEPFSQNC6X,F3,G3
AAJEPFSQNC6X,F4,G4
AAJEPFSQNC6X,F5,G5
AAJEPFSQNC6X,F1,H1
AAJEPFSQNC6X,H2,F2
AAJEPFSQNC6X,H3,F3
AAJEPFSQNC6X,H4,F4
AAJEPFSQNC6X,F5,H5
AAJEPFSQNC6X,H1,G1
AAJEPFSQNC6X,H2,G2
AAJEPFSQNC6X,H3,G3
AAJEPFSQNC6X,H4,G4
AAJEPFSQNC6X,G5,H5
AEY0183LLRYUX,F1,E1
AEY0183LLRYUX,F2,E2
AEY0183LLRYUX,F3,E3
AEY0183LLRYUX,F4,E4
AEY0183LLRYUX,E5,F5
AEY0183LLRYUX,G1,E1
AEY0183LLRYUX,G2,E2
AEY0183LLRYUX,E3,G3
AEY0183LLRYUX,G4,E4
AEY0183LLRYUX,E5,G5
AEY0183LLRYUX,E1,H1
AEY0183LLRYUX,H2,E2
AEY0183LLRYUX,H3,E3
AEY0183LLRYUX,E4,H4
AEY0183LLRYUX,H5,E5
AEY0183LLRYUX,F1,G1
AEY0183LLRYUX,F2,G2
AEY0183LLRYUX,F3,G3
AEY0183LLRYUX,G4,F4
AEY0183LLRYUX,F5,G5
AEY0183LLRYUX,F1,H1
AEY0183LLRYUX,F2,H2
AEY0183LLRYUX,F3,H3
AEY0183LLRYUX,F4,H4
AEY0183LLRYUX,H5,F5
AEY0183LLRYUX,H1,G1
AEY0183LLRYUX,H2,G2
AEY0183LLRYUX,H3,G3
AEY0183LLRYUX,H4,G4
AEY0183LLRYUX,G5,H5
ARO0IQEA7MH10,E1,F1
ARO0IQEA7MH10,E2,F2
ARO0IQEA7MH10,F3,E3
ARO0IQEA7MH10,E4,F4
ARO0IQEA7MH10,E5,F5
ARO0IQEA7MH10,E1,G1
ARO0IQEA7MH10,E2,G2
ARO0IQEA7MH10,E3,G3
ARO0IQEA7MH10,E4,G4
ARO0IQEA7MH10,E5,G5
ARO0IQEA7MH10,E1,H1
ARO0IQEA7MH10,E2,H2
ARO0IQEA7MH10,H3,E3
ARO0IQEA7MH10,H4,E4
ARO0IQEA7MH10,E5,H5
ARO0IQEA7MH10,F1,G1
ARO0IQEA7MH10,F2,G2
ARO0IQEA7MH10,F3,G3
ARO0IQEA7MH10,G4,F4
ARO0IQEA7MH10,F5,G5
ARO0IQEA7MH10,H1,F1
ARO0IQEA7MH10,F2,H2
ARO0IQEA7MH10,H3,F3
ARO0IQEA7MH10,H4,F4
ARO0IQEA7MH10,H5,F5
ARO0IQEA7MH10,H1,G1
ARO0IQEA7MH10,H2,G2
ARO0IQEA7MH10,H3,G3
ARO0IQEA7MH10,H4,G4
ARO0IQEA7MH10,G5,H5
ATHC1HIQKN570,E1,F1
ATHC1HIQKN570,F2,E2
ATHC1HIQKN570,F3,E3
ATHC1HIQKN570,E4,F4
ATHC1HIQKN570,E5,F5
ATHC1HIQKN570,E1,G1
ATHC1HIQKN570,G2,E2
ATHC1HIQKN570,E3,G3
ATHC1HIQKN570,E4,G4
ATHC1HIQKN570,G5,E5
ATHC1HIQKN570,E1,H1
ATHC1HIQKN570,H2,E2
ATHC1HIQKN570,E3,H3
ATHC1HIQKN570,H4,E4
ATHC1HIQKN570,H5,E5
ATHC1HIQKN570,F1,G1
ATHC1HIQKN570,G2,F2
ATHC1HIQKN570,G3,F3
ATHC1HIQKN570,F4,G4
ATHC1HIQKN570,G5,F5
ATHC1HIQKN570,F1,H1
ATHC1HIQKN570,H2,F2
ATHC1HIQKN570,H3,F3
ATHC1HIQKN570,F4,H4
ATHC1HIQKN570,H5,F5
ATHC1HIQKN570,H1,G1
ATHC1HIQKN570,H2,G2
ATHC1HIQKN570,H3,G3
ATHC1HIQKN570,H4,G4
ATHC1HIQKN570,G5,H5
