judge,candidate_chosen,candidate_not_chosen
A1K9IEWJZCN94V,C5,A5
A1K9IEWJZCN94V,D1,A1
A1K9IEWJZCN94V,A2,D2
A1K9IEWJZCN94V,D3,A3
A1K9IEWJZCN94V,A4,D4
A1K9IEWJZCN94V,D5,A5
A1K9IEWJZCN94V,C1,B1
A1K9IEWJZCN94V,B2,C2
A1K9IEWJZCN94V,B3,C3
A1K9IEWJZCN94V,C4,B4
A1K9IEWJZCN94V,C5,B5
A1K9IEWJZCN94V,D1,B1
A1K9IEWJZCN94V,B2,D2
A1K9IEWJZCN94V,D3,B3
A1K9IEWJZCN94V,D4,B4
A1K9IEWJZCN94V,D5,B5
A1K9IEWJZCN94V,D1,C1
A1K9IEWJZCN94V,D2,C2
A1K9IEWJZCN94V,D3,C3
A1K9IEWJZCN94V,C4,D4
A1K9IEWJZCN94V,C5,D5
A1PKUCF9MTYJIT,A1,B1
A1PKUCF9MTYJIT,B2,A2
A1PKUCF9MTYJIT,B3,A3
A1PKUCF9MTYJIT,A4,B4
A1PKUCF9MTYJIT,B5,A5
A1PKUCF9MTYJIT,A1,C1
A1PKUCF9MTYJIT,A2,C2
A1PKUCF9MTYJIT,A3,C3
A1PKUCF9MTYJIT,A4,C4
A1PKUCF9MTYJIT,A5,C5
A1PKUCF9MTYJIT,D1,A1
A1PKUCF9MTYJIT,D2,A2
A1PKUCF9MTYJIT,D3,A3
A1PKUCF9MTYJIT,A4,D4
A1PKUCF9MTYJIT,D5,A5
A1PKUCF9MTYJIT,B1,C1
A1PKUCF9MTYJIT,B2,C2
A1PKUCF9MTYJIT,B3,C3
A1PKUCF9MTYJIT,B4,C4
A1PKUCF9MTYJIT,B5,C5
A1PKUCF9MTYJIT,D1,B1
A1PKUCF9MTYJIT,B2,D2
A1PKUCF9MTYJIT,B3,D3
A1PKUCF9MTYJIT,B4,D4
A1PKUCF9MTYJIT,B5,D5
A1PKUCF9MTYJIT,D1,C1
A1PKUCF9MTYJIT,D2,C2
A1PKUCF9MTYJIT,D3,C3
A1PKUCF9MTYJIT,D4,C4
A1PKUCF9MTYJIT,D5,C5
A1USC50FXMEUH1,A1,B1
A1USC50FXMEUH1,A2,B2
A1USC50FXMEUH1,B3,A3
A1USC50FXMEUH1,A4,B4
A1USC50FXMEUH1,B5,A5
A1USC50FXMEUH1,C1,A1
A1USC50FXMEUH1,A2,C2
A1USC50FXMEUH1,A3,C3
A1USC50FXMEUH1,A4,C4
A1USC50FXMEUH1,A5,C5
A1USC50FXMEUH1,D1,A1
A1USC50FXMEUH1,A2,D2
A1USC50FXMEUH1,A3,D3
A1USC50FXMEUH1,A4,D4
A1USC50FXMEUH1,D5,A5
A1USC50FXMEUH1,C1,B1
A1USC50FXMEUH1,B2,C2
A1USC50FXMEUH1,B3,C3
A1USC50FXMEUH1,B4,C4
A1USC50FXMEUH1,B5,C5
A1USC50FXMEUH1,D1,B1
A1USC50FXMEUH1,B2,D2
A1USC50FXMEUH1,B3,D3
A1USC50FXMEUH1,D4,B4
A1USC50FXMEUH1,D5,B5
A1USC50FXMEUH1,D1,C1
A1USC50FXMEUH1,D2,C2
A1USC50FXMEUH1,D3,C3
A1USC50FXMEUH1,D4,C4
A1USC50FXMEUH1,D5,C5
A22IJYXTZKHCJA,A1,B1
A22IJYXTZKHCJA,B2,A2
A22IJYXTZKHCJA,B3,A3
A22IJYXTZKHCJA,A4,B4
A22IJYXTZKHCJA,B5,A5
A22IJYXTZKHCJA,C1,A1
A22IJYXTZKHCJA,C2,A2
A22IJYXTZKHCJA,A3,C3
A22IJYXTZKHCJA,A4,C4
A22IJYXTZKHCJA,C5,A5
A22IJYXTZKHCJA,D1,A1
A22IJYXTZKHCJA,D2,A2
A22IJYXTZKHCJA,A3,D3
A22IJYXTZKHCJA,A4,D4
A22IJYXTZKHCJA,D5,A5
A22IJYXTZKHCJA,C1,B1
A22IJYXTZKHCJA,B2,C2
A22IJYXTZKHCJA,B3,C3
A22IJYXTZKHCJA,B4,C4
A22IJYXTZKHCJA,B5,C5
A22IJYXTZKHCJA,D1,B1
A22IJYXTZKHCJA,D2,B2
A22IJYXTZKHCJA,B3,D3
A22IJYXTZKHCJA,B4,D4
A22IJYXTZKHCJA,D5,B5
A22IJYXTZKHCJA,D1,C1
A22IJYXTZKHCJA,D2,C2
A22IJYXTZKHCJA,D3,C3
A22IJYXTZKHCJA,C4,D4
A22IJYXTZKHCJA,D5,C5
A231HWNQZQR8GT,A1,B1
A231HWNQZQR8GT,B2,A2
A231HWNQZQR8GT,B3,A3
A231HWNQZQR8GT,B4,A4
A231HWNQZQR8GT,B5,A5
A231HWNQZQR8GT,C1,A1
A231HWNQZQR8GT,C2,A2
A231HWNQZQR8GT,C3,A3
A231HWNQZQR8GT,A4,C4
A231HWNQZQR8GT,A5,C5
A231HWNQZQR8GT,D1,A1
A231HWNQZQR8GT,D2,A2
A231HWNQZQR8GT,D3,A3
A231HWNQZQR8GT,A4,D4
A231HWNQZQR8GT,D5,A5
A231HWNQZQR8GT,C1,B1
A231HWNQZQR8GT,B2,C2
A231HWNQZQR8GT,B3,C3
A231HWNQZQR8GT,B4,C4
A231HWNQZQR8GT,B5,C5
A231HWNQZQR8GT,D1,B1
A231HWNQZQR8GT,D2,B2
A231HWNQZQR8GT,D3,B3
A231HWNQZQR8GT,B4,D4
A231HWNQZQR8GT,B5,D5
A231HWNQZQR8GT,D1,C1
A231HWNQZQR8GT,D2,C2
A231HWNQZQR8GT,D3,C3
A231HWNQZQR8GT,D4,C4
A231HWNQZQR8GT,D5,C5
A2D7FAQEQFN0XT,A1,B1
A2D7FAQEQFN0XT,A2,B2
A2D7FAQEQFN0XT,A3,B3
A2D7FAQEQFN0XT,A4,B4
A2D7FAQEQFN0XT,A5,B5
A2D7FAQEQFN0XT,A1,C1
A2D7FAQEQFN0XT,A2,C2
A2D7FAQEQFN0XT,A3,C3
A2D7FAQEQFN0XT,A4,C4
A2D7FAQEQFN0XT,A5,C5
A2D7FAQEQFN0XT,D1,A1
A2D7FAQEQFN0XT,D2,A2
A2D7FAQEQFN0XT,A3,D3
A2D7FAQEQFN0XT,D4,A4
A2D7FAQEQFN0XT,D5,A5
A2D7FAQEQFN0XT,B1,C1
A2D7FAQEQFN0XT,C2,B2
A2D7FAQEQFN0XT,C3,B3
A2D7FAQEQFN0XT,C4,B4
A2D7FAQEQFN0XT,B5,C5
A2D7FAQEQFN0XT,D1,B1
A2D7FAQEQFN0XT,D2,B2
A2D7FAQEQFN0XT,B3,D3
A2D7FAQEQFN0XT,D4,B4
A2D7FAQEQFN0XT,D5,B5
A2D7FAQEQFN0XT,D1,C1
A2D7FAQEQFN0XT,D2,C2
A2D7FAQEQFN0XT,C3,D3
A2D7FAQEQFN0XT,D4,C4
A2D7FAQEQFN0XT,D5,C5
A2EY0UAH38BQ0O,A1,B1
A2EY0UAH38BQ0O,B2,A2
A2EY0UAH38BQ0O,B3,A3
A2EY0UAH38BQ0O,A4,B4
A2EY0UAH38BQ0O,B5,A5
A2EY0UAH38BQ0O,C1,A1
A2EY0UAH38BQ0O,A2,C2
A2EY0UAH38BQ0O,A3,C3
A2EY0UAH38BQ0O,A4,C4
A2EY0UAH38BQ0O,C5,A5
A2EY0UAH38BQ0O,D1,A1
A2EY0UAH38BQ0O,D2,A2
A2EY0UAH38BQ0O,D3,A3
A2EY0UAH38BQ0O,D4,A4
A2EY0UAH38BQ0O,D5,A5
A2EY0UAH38BQ0O,C1,B1
A2EY0UAH38BQ0O,B2,C2
A2EY0UAH38BQ0O,B3,C3
A2EY0UAH38BQ0O,B4,C4
A2EY0UAH38BQ0O,B5,C5
A2EY0UAH38BQ0O,D1,B1
A2EY0UAH38BQ0O,D2,B2
A2EY0UAH38BQ0O,D3,B3
A2EY0UAH38BQ0O,D4,B4
A2EY0UAH38BQ0O,B5,D5
A2EY0UAH38BQ0O,D1,C1
A2EY0UAH38BQ0O,D2,C2
A2EY0UAH38BQ0O,D3,C3
A2EY0UAH38BQ0O,D4,C4
A2EY0UAH38BQ0O,D5,C5
A2TLYMTFPCZVMM,A1,B1
A2TLYMTFPCZVMM,B2,A2
A2TLYMTFPCZVMM,B3,A3
A2TLYMTFPCZVMM,B4,A4
A2TLYMTFPCZVMM,B5,A5
A2TLYMTFPCZVMM,A1,C1
A2TLYMTFPCZVMM,A2,C2
A2TLYMTFPCZVMM,A3,C3
A2TLYMTFPCZVMM,A4,C4
A2TLYMTFPCZVMM,A5,C5
A2TLYMTFPCZVMM,D1,A1
A2TLYMTFPCZVMM,D2,A2
A2TLYMTFPCZVMM,D3,A3
A2TLYMTFPCZVMM,A4,D4
A2TLYMTFPCZVMM,D5,A5
A2TLYMTFPCZVMM,B1,C1
A2TLYMTFPCZVMM,B2,C2
A2TLYMTFPCZVMM,B3,C3
A2TLYMTFPCZVMM,B4,C4
A2TLYMTFPCZVMM,C5,B5
A2TLYMTFPCZVMM,D1,B1
A2TLYMTFPCZVMM,D2,B2
A2TLYMTFPCZVMM,B3,D3
A2TLYMTFPCZVMM,B4,D4
A2TLYMTFPCZVMM,B5,D5
A2TLYMTFPCZVMM,D1,C1
A2TLYMTFPCZVMM,D2,C2
A2TLYMTFPCZVMM,D3,C3
A2TLYMTFPCZVMM,D4,C4
A2TLYMTFPCZVMM,D5,C5
A2ZC8GJ9M4T062,B1,A1
A2ZC8GJ9M4T062,B2,A2
A2ZC8GJ9M4T062,B3,A3
A2ZC8GJ9M4T062,B4,A4
A2ZC8GJ9M4T062,B5,A5
A2ZC8GJ9M4T062,C1,A1
A2ZC8GJ9M4T062,A2,C2
A2ZC8GJ9M4T062,A3,C3
A2ZC8GJ9M4T062,C4,A4
A2ZC8GJ9M4T062,C5,A5
A2ZC8GJ9M4T062,D1,A1
A2ZC8GJ9M4T062,D2,A2
A2ZC8GJ9M4T062,D3,A3
A2ZC8GJ9M4T062,D4,A4
A2ZC8GJ9M4T062,D5,A5
A2ZC8GJ9M4T062,C1,B1
A2ZC8GJ9M4T062,B2,C2
A2ZC8GJ9M4T062,B3,C3
A2ZC8GJ9M4T062,B4,C4
A2ZC8GJ9M4T062,B5,C5
A2ZC8GJ9M4T062,D1,B1
A2ZC8GJ9M4T062,D2,B2
A2ZC8GJ9M4T062,D3,B3
A2ZC8GJ9M4T062,B4,D4
A2ZC8GJ9M4T062,D5,B5
A2ZC8GJ9M4T062,D1,C1
A2ZC8GJ9M4T062,D2,C2
A2ZC8GJ9M4T062,D3,C3
A2ZC8GJ9M4T062,D4,C4
A2ZC8GJ9M4T062,D5,C5
A39DNHD26OMN4Q,A1,B1
A39DNHD26OMN4Q,A2,B2
A39DNHD26OMN4Q,A3,B3
A39DNHD26OMN4Q,A4,B4
A39DNHD26OMN4Q,A5,B5
A39DNHD26OMN4Q,A1,C1
A39DNHD26OMN4Q,A2,C2
A39DNHD26OMN4Q,A3,C3
A39DNHD26OMN4Q,C4,A4
A39DNHD26OMN4Q,A5,C5
A39DNHD26OMN4Q,A1,D1
A39DNHD26OMN4Q,D2,A2
A39DNHD26OMN4Q,D3,A3
A39DNHD26OMN4Q,D4,A4
A39DNHD26OMN4Q,D5,A5
A39DNHD26OMN4Q,C1,B1
A39DNHD26OMN4Q,B2,C2
A39DNHD26OMN4Q,B3,C3
A39DNHD26OMN4Q,C4,B4
A39DNHD26OMN4Q,B5,C5
A39DNHD26OMN4Q,D1,B1
A39DNHD26OMN4Q,D2,B2
A39DNHD26OMN4Q,D3,B3
A39DNHD26OMN4Q,D4,B4
A39DNHD26OMN4Q,D5,B5
A39DNHD26OMN4Q,D1,C1
A39DNHD26OMN4Q,D2,C2
A39DNHD26OMN4Q,D3,C3
A39DNHD26OMN4Q,D4,C4
A39DNHD26OMN4Q,D5,C5
A3EWC3BN8RU33I,A1,B1
A3EWC3BN8RU33I,B2,A2
A3EWC3BN8RU33I,B3,A3
A3EWC3BN8RU33I,B4,A4
A3EWC3BN8RU33I,A5,B5
A3EWC3BN8RU33I,A1,C1
A3EWC3BN8RU33I,A2,C2
A3EWC3BN8RU33I,C3,A3
A3EWC3BN8RU33I,A4,C4
A3EWC3BN8RU33I,A5,C5
A3EWC3BN8RU33I,D1,A1
A3EWC3BN8RU33I,D2,A2
A3EWC3BN8RU33I,D3,A3
A3EWC3BN8RU33I,D4,A4
A3EWC3BN8RU33I,A5,D5
A3EWC3BN8RU33I,C1,B1
A3EWC3BN8RU33I,B2,C2
A3EWC3BN8RU33I,B3,C3
A3EWC3BN8RU33I,C4,B4
A3EWC3BN8RU33I,B5,C5
A3EWC3BN8RU33I,D1,B1
A3EWC3BN8RU33I,B2,D2
A3EWC3BN8RU33I,B3,D3
A3EWC3BN8RU33I,B4,D4
A3EWC3BN8RU33I,B5,D5
A3EWC3BN8RU33I,D1,C1
A3EWC3BN8RU33I,D2,C2
A3EWC3BN8RU33I,C3,D3
A3EWC3BN8RU33I,C4,D4
A3EWC3BN8RU33I,D5,C5
A3J8Y94SGZ3R0E,A1,B1
A3J8Y94SGZ3R0E,B2,A2
A3J8Y94SGZ3R0E,B3,A3
A3J8Y94SGZ3R0E,B4,A4
A3J8Y94SGZ3R0E,A5,B5
A3J8Y94SGZ3R0E,C1,A1
A3J8Y94SGZ3R0E,C2,A2
A3J8Y94SGZ3R0E,A3,C3
A3J8Y94SGZ3R0E,A4,C4
A3J8Y94SGZ3R0E,A5,C5
A3J8Y94SGZ3R0E,A1,D1
A3J8Y94SGZ3R0E,D2,A2
A3J8Y94SGZ3R0E,A3,D3
A3J8Y94SGZ3R0E,A4,D4
A3J8Y94SGZ3R0E,A5,D5
A3J8Y94SGZ3R0E,C1,B1
A3J8Y94SGZ3R0E,B2,C2
A3J8Y94SGZ3R0E,B3,C3
A3J8Y94SGZ3R0E,B4,C4
A3J8Y94SGZ3R0E,B5,C5
A3J8Y94SGZ3R0E,D1,B1
A3J8Y94SGZ3R0E,D2,B2
A3J8Y94SGZ3R0E,D3,B3
A3J8Y94SGZ3R0E,B4,D4
A3J8Y94SGZ3R0E,B5,D5
A3J8Y94SGZ3R0E,C1,D1
A3J8Y94SGZ3R0E,D2,C2
A3J8Y94SGZ3R0E,D3,C3
A3J8Y94SGZ3R0E,D4,C4
A3J8Y94SGZ3R0E,D5,C5
A3SQ840DKJHKL4,A1,B1
A3SQ840DKJHKL4,A2,B2
A3SQ840DKJHKL4,B3,A3
A3SQ840DKJHKL4,A4,B4
A3SQ840DKJHKL4,B5,A5
A3SQ840DKJHKL4,A1,C1
A3SQ840DKJHKL4,C2,A2
A3SQ840DKJHKL4,A3,C3
A3SQ840DKJHKL4,A4,C4
A3SQ840DKJHKL4,A5,C5
A3SQ840DKJHKL4,D1,A1
A3SQ840DKJHKL4,D2,A2
A3SQ840DKJHKL4,D3,A3
A3SQ840DKJHKL4,A4,D4
A3SQ840DKJHKL4,D5,A5
A3SQ840DKJHKL4,C1,B1
A3SQ840DKJHKL4,B2,C2
A3SQ840DKJHKL4,B3,C3
A3SQ840DKJHKL4,B4,C4
A3SQ840DKJHKL4,B5,C5
A3SQ840DKJHKL4,D1,B1
A3SQ840DKJHKL4,D2,B2
A3SQ840DKJHKL4,D3,B3
A3SQ840DKJHKL4,B4,D4
A3SQ840DKJHKL4,D5,B5
A3SQ840DKJHKL4,D1,C1
A3SQ840DKJHKL4,D2,C2
A3SQ840DKJHKL4,D3,C3
A3SQ840DKJHKL4,D4,C4
A3SQ840DKJHKL4,D5,C5
AAJEPFSQNC6X,B1,A1
AAJEPFSQNC6X,B2,A2
AAJEPFSQNC6X,B3,A3
AAJEPFSQNC6X,B4,A4
AAJEPFSQNC6X,B5,A5
AAJEPFSQNC6X,C1,A1
AAJEPFSQNC6X,C2,A2
AAJEPFSQNC6X,C3,A3
AAJEPFSQNC6X,A4,C4
AAJEPFSQNC6X,C5,A5
AAJEPFSQNC6X,D1,A1
AAJEPFSQNC6X,D2,A2
AAJEPFSQNC6X,D3,A3
AAJEPFSQNC6X,A4,D4
AAJEPFSQNC6X,D5,A5
AAJEPFSQNC6X,C1,B1
AAJEPFSQNC6X,B2,C2
AAJEPFSQNC6X,B3,C3
AAJEPFSQNC6X,B4,C4
AAJEPFSQNC6X,B5,C5
AAJEPFSQNC6X,D1,B1
AAJEPFSQNC6X,B2,D2
AAJEPFSQNC6X,B3,D3
AAJEPFSQNC6X,B4,D4
AAJEPFSQNC6X,D5,B5
AAJEPFSQNC6X,D1,C1
AAJEPFSQNC6X,D2,C2
AAJEPFSQNC6X,C3,D3
AAJEPFSQNC6X,C4,D4
AAJEPFSQNC6X,D5,C5
AEY0183LLRYUX,B1,A1
AEY0183LLRYUX,B2,A2
AEY0183LLRYUX,B3,A3
AEY0183LLRYUX,A4,B4
AEY0183LLRYUX,B5,A5
AEY0183LLRYUX,A1,C1
AEY0183LLRYUX,A2,C2
AEY0183LLRYUX,C3,A3
AEY0183LLRYUX,A4,C4
AEY0183LLRYUX,C5,A5
AEY0183LLRYUX,D1,A1
AEY0183LLRYUX,D2,A2
AEY0183LLRYUX,D3,A3
AEY0183LLRYUX,D4,A4
AEY0183LLRYUX,D5,A5
AEY0183LLRYUX,B1,C1
AEY0183LLRYUX,B2,C2
AEY0183LLRYUX,C3,B3
AEY0183LLRYUX,B4,C4
AEY0183LLRYUX,B5,C5
AEY0183LLRYUX,D1,B1
AEY0183LLRYUX,D2,B2
AEY0183LLRYUX,D3,B3
AEY0183LLRYUX,D4,B4
AEY0183LLRYUX,B5,D5
AEY0183LLRYUX,C1,D1
AEY0183LLRYUX,D2,C2
AEY0183LLRYUX,D3,C3
AEY0183LLRYUX,C4,D4
AEY0183LLRYUX,D5,C5
ARO0IQEA7MH10,A1,B1
ARO0IQEA7MH10,B2,A2
ARO0IQEA7MH10,B3,A3
ARO0IQEA7MH10,A4,B4
ARO0IQEA7MH10,B5,A5
ARO0IQEA7MH10,A1,C1
ARO0IQEA7MH10,C2,A2
ARO0IQEA7MH10,C3,A3
ARO0IQEA7MH10,A4,C4
ARO0IQEA7MH10,C5,A5
ARO0IQEA7MH10,D1,A1
ARO0IQEA7MH10,D2,A2
ARO0IQEA7MH10,D3,A3
ARO0IQEA7MH10,A4,D4
ARO0IQEA7MH10,D5,A5
ARO0IQEA7MH10,C1,B1
ARO0IQEA7MH10,C2,B2
ARO0IQEA7MH10,B3,C3
ARO0IQEA7MH10,B4,C4
ARO0IQEA7MH10,B5,C5
ARO0IQEA7MH10,D1,B1
ARO0IQEA7MH10,D2,B2
ARO0IQEA7MH10,D3,B3
ARO0IQEA7MH10,D4,B4
ARO0IQEA7MH10,D5,B5
ARO0IQEA7MH10,D1,C1
ARO0IQEA7MH10,D2,C2
ARO0IQEA7MH10,D3,C3
ARO0IQEA7MH10,D4,C4
ARO0IQEA7MH10,D5,C5
ATHC1HIQKN570,A1,B1
ATHC1HIQKN570,B2,A2
ATHC1HIQKN570,B3,A3
ATHC1HIQKN570,A4,B4
ATHC1HIQKN570,B5,A5
ATHC1HIQKN570,C1,A1
ATHC1HIQKN570,A2,C2
ATHC1HIQKN570,C3,A3
ATHC1HIQKN570,C4,A4
ATHC1HIQKN570,C5,A5
ATHC1HIQKN570,D1,A1
ATHC1HIQKN570,A2,D2
ATHC1HIQKN570,A3,D3
ATHC1HIQKN570,D4,A4
ATHC1HIQKN570,D5,A5
ATHC1HIQKN570,C1,B1
ATHC1HIQKN570,B2,C2
ATHC1HIQKN570,B3,C3
ATHC1HIQKN570,C4,B4
ATHC1HIQKN570,B5,C5
ATHC1HIQKN570,D1,B1
ATHC1HIQKN570,B2,D2
ATHC1HIQKN570,B3,D3
ATHC1HIQKN570,D4,B4
ATHC1HIQKN570,B5,D5
ATHC1HIQKN570,D1,C1
ATHC1HIQKN570,D2,C2
ATHC1HIQKN570,D3,C3
ATHC1HIQKN570,C4,D4
ATHC1HIQKN570,D5,C5
