Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
088-248-519-817-132,"Ranking and Selection from Pairwise Comparisons: Empirical Bayes Methods
  for Citation Analysis",2021-12-21,2021,preprint,arXiv (Cornell University),,,,Jiaying Gu; Roger Koenker,We study the Stigler model of citation flows among journals adapting the pairwise comparison model of Bradley and Terry to do ranking and selection of journal influence based on nonparametric empirical Bayes procedures. Comparisons with several other rankings are made.,,,,,Pairwise comparison; Ranking (information retrieval); Bayes' theorem; Nonparametric statistics; Selection (genetic algorithm); Citation; Computer science; Econometrics; Statistics; Empirical research; Information retrieval; Mathematics; Bayesian probability; Machine learning; Artificial intelligence; Library science,,,,,https://arxiv.org/abs/2112.11064,http://dx.doi.org/10.48550/arxiv.2112.11064,,10.48550/arxiv.2112.11064,,,0,,0,true,,green
088-437-740-050-009,Kant on Despondent Moral Failure,2023-01-06,2023,journal article,Kantian Review,13694154; 20442394,Cambridge University Press (CUP),United Kingdom,Kate Moran,"<jats:title>Abstract</jats:title><jats:p>Typically, Kant describes maxims that violate the moral law as engaging in a kind of comparative judgement: the person who makes a false promise judges it best – at least subjectively – to deceive her friend. I argue that this is not the only possible account of moral failure for Kant. In particular, when we examine maxims of so-called despondency (<jats:italic>Verzagtheit</jats:italic>) we find that some maxims are resistant to comparative judgement. I argue that this is true for at least two reasons: first, the despondent agent has a maxim to avoid suffering at all costs; second, this anxious preoccupation with suffering makes the despondent agent prone to failures associated with the imagination and its role in creating an ideal of happiness.</jats:p>",28,1,125,141,Maxim; Judgement; Happiness; Ideal (ethics); Philosophy; Psychology; Social psychology; Epistemology,,,,,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/D57436F0B1B2BAE1F9DC8BBE727379C7/S1369415422000498a.pdf/div-class-title-kant-on-despondent-moral-failure-div.pdf https://doi.org/10.1017/s1369415422000498,http://dx.doi.org/10.1017/s1369415422000498,,10.1017/s1369415422000498,,,0,004-962-364-369-240; 010-642-051-474-562; 049-962-490-995-173; 052-390-858-529-451; 073-945-439-306-825; 082-248-164-416-955; 090-164-012-869-981; 101-853-828-757-481; 103-317-965-346-535; 166-592-786-752-61X; 167-127-055-054-693,0,true,cc-by,hybrid
088-590-374-437-131,Assessing covariation as a form of conceptual understanding through comparative judgement,2022-08-23,2022,journal article,Educational Studies in Mathematics,00131954; 15730816,Springer Science and Business Media LLC,Netherlands,Sara Bagossi; Federica Ferretti; Ferdinando Arzarello,"<jats:title>Abstract</jats:title><jats:p>This paper focuses on the importance of covariational reasoning within the processes of mathematics teaching and learning. Despite the internationally recognized relevance of covariation, research shows that only a small percentage of students and teachers is able to adopt covariational reasoning and the majority of mathematics curricula do not contain explicit references to covariational skills. In particular, when covariational reasoning manifests as conceptual knowledge, it becomes challenging to assess, and the need for innovative methods of assessment emerges; there is a need for suitable assessment to highlight the characteristics of covariation and capture the various features that characterize conceptual understanding. Comparative judgement (CJ) is an innovative assessment method based on collective expert judgements of students’ work rather than requiring scoring rubrics. Due to its holistic approach, CJ is particularly suitable for assessing complex mathematical competencies, and, as we shall see in this study, it proved to be appropriate for the covariation’s assessment. In details, our study aims to investigate the perception and relevance attributed by mathematics teachers to covariation as a theoretical construct and the way CJ can help in the assessment of covariational reasoning skills underlying a less structured modelling task.</jats:p>",111,3,469,492,Rubric; Judgement; Relevance (law); Construct (python library); Mathematics education; Task (project management); Psychology; Perception; Curriculum; Concept learning; Computer science; Pedagogy; Epistemology; Philosophy; Management; Neuroscience; Political science; Law; Economics; Programming language,,,,,https://link.springer.com/content/pdf/10.1007/s10649-022-10178-w.pdf https://doi.org/10.1007/s10649-022-10178-w,http://dx.doi.org/10.1007/s10649-022-10178-w,,10.1007/s10649-022-10178-w,,,0,001-416-297-025-386; 001-635-003-044-638; 004-257-050-498-919; 009-194-550-637-248; 016-279-152-792-986; 016-906-489-941-537; 022-486-381-437-418; 033-463-746-640-812; 033-960-890-126-698; 035-776-610-863-582; 040-241-846-826-833; 048-091-210-665-560; 048-151-229-726-003; 062-077-915-722-584; 066-854-131-782-393; 066-908-670-161-319; 081-958-569-563-216; 082-255-981-700-716; 082-657-515-340-970; 087-991-691-200-809; 105-837-618-652-02X; 107-526-861-867-383; 122-448-167-938-324; 124-894-018-464-121; 128-258-589-718-461; 133-972-645-991-470; 148-170-053-864-742; 163-379-589-157-078; 185-506-260-335-649,3,true,cc-by,hybrid
088-622-004-879-366,Modified-likelihood estimation of fixed-effect models for dyadic data,2023-07-14,2023,journal article,SERIEs,18694187; 18694195,Springer Science and Business Media LLC,Germany,Koen Jochmans,"<jats:title>Abstract</jats:title><jats:p>We consider point estimation and inference based on modifications of the profile likelihood in models for dyadic interactions between <jats:italic>n</jats:italic> agents featuring agent-specific parameters. The maximum-likelihood estimator of such models has bias and standard deviation of order <jats:inline-formula><jats:alternatives><jats:tex-math>$$n^{-1}$$</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"">;                   <mml:msup>;                     <mml:mi>n</mml:mi>;                     <mml:mrow>;                       <mml:mo>-</mml:mo>;                       <mml:mn>1</mml:mn>;                     </mml:mrow>;                   </mml:msup>;                 </mml:math></jats:alternatives></jats:inline-formula> and so is asymptotically biased. Estimation based on modified likelihoods leads to estimators that are asymptotically unbiased and likelihood ratio tests that exhibit correct size.</jats:p>",14,3-4,417,433,Estimator; Maximum likelihood; Inference; Statistics; Point estimation; Mathematics; Estimation theory; Applied mathematics; Computer science; Artificial intelligence,,,,HORIZON EUROPE European Research Council; ANR,https://link.springer.com/content/pdf/10.1007/s13209-023-00284-0.pdf https://doi.org/10.1007/s13209-023-00284-0 http://www.econ.cam.ac.uk/research-files/repec/cam/pdf/cwpe1958.pdf https://www.repository.cam.ac.uk/bitstreams/caefb83a-0c4d-4caf-a967-a97626ee72d2/download https://www.repository.cam.ac.uk/handle/1810/294127,http://dx.doi.org/10.1007/s13209-023-00284-0,,10.1007/s13209-023-00284-0,,,0,001-954-653-822-962; 010-436-262-511-610; 027-647-602-829-826; 035-456-060-978-023; 064-475-482-372-238; 070-708-631-928-255; 073-991-437-917-662; 079-367-665-908-927; 086-362-330-662-575; 091-747-056-922-570; 125-489-093-555-856; 139-665-342-087-722; 152-972-795-281-545; 169-530-111-951-878,0,true,cc-by,gold
089-424-037-369-257,"The false myth of ""iodine allergy"" also in nuclear medicine.",2021-09-28,2021,journal article,European journal of nuclear medicine and molecular imaging,16197089; 16197070,Springer Science and Business Media LLC,Germany,Jesús Luis Gómez-Perales; Antonio García-Mendoza,,49,1,1,2,Dermatology; MEDLINE; Iodine allergy; Medicine; Nuclear medicine; Medical physics,,Contrast Media; Humans; Hypersensitivity; Iodine; Nuclear Medicine; Radionuclide Imaging,Contrast Media; Iodine,,https://link.springer.com/article/10.1007/s00259-021-05356-6 https://pubmed.ncbi.nlm.nih.gov/34585268/?fc=None&ff=20210929165329&v=2.15.0,http://dx.doi.org/10.1007/s00259-022-05924-4,34585268,10.1007/s00259-022-05924-4; 10.1007/s00259-021-05356-6,3202912422,PMC9388969,0,021-550-480-983-075; 022-464-687-188-074; 048-541-646-427-585; 055-720-477-920-05X; 056-652-570-958-137; 091-833-063-500-916; 099-481-666-788-458; 100-323-205-922-538,18,true,,bronze
089-697-299-626-245,A Bayesian approach to time-varying latent strengths in pairwise comparisons.,2021-05-20,2021,journal article,PloS one,19326203,Public Library of Science (PLoS),United States,Blaž Krese; Erik Štrumbelj,"The famous Bradley-Terry model for pairwise comparisons is widely used for ranking objects and is often applied to sports data. In this paper we extend the Bradley-Terry model by allowing time-varying latent strengths of compared objects. The time component is modelled with barycentric rational interpolation and Gaussian processes. We also allow for the inclusion of additional information in the form of outcome probabilities. Our models are evaluated and compared on toy data set and real sports data from ATP tennis matches and NBA games. We demonstrated that using Gaussian processes is advantageous compared to barycentric rational interpolation as they are more flexible to model discontinuities and are less sensitive to initial parameters settings. However, all investigated models proved to be robust to over-fitting and perform well with situations of volatile and of constant latent strengths. When using barycentric rational interpolation it has turned out that applying Bayesian approach gives better results than by using MLE. Performance of the models is further improved by incorporating the outcome probabilities.",16,5,e0251945,,Bayesian probability; Algorithm; Barycentric coordinate system; Probability distribution; Interpolation; Pairwise comparison; Ranking; Computer science; Data set; Gaussian process,,"Bayes Theorem; Humans; Models, Statistical; Models, Theoretical; Normal Distribution; Sports/physiology",,"GEN-I, d.o.o., Ljubljana, Slovenia; Slovenian Research Agency",http://journals.plos.org/plosone/article?id=10.1371/journal.pone.0251945 http://ui.adsabs.harvard.edu/abs/2021PLoSO..1651945K/abstract http://www.ncbi.nlm.nih.gov/pmc/articles/PMC8136743 https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0251945 https://www.ncbi.nlm.nih.gov/pubmed/34014996 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8136743 https://europepmc.org/article/MED/34014996 https://pubmed.ncbi.nlm.nih.gov/34014996/,http://dx.doi.org/10.1371/journal.pone.0251945,34014996,10.1371/journal.pone.0251945,3161981691,PMC8136743,0,001-636-643-968-50X; 005-932-334-805-223; 008-135-716-931-679; 009-731-680-573-255; 012-477-498-601-499; 016-462-713-613-489; 018-269-445-638-29X; 025-009-658-071-875; 027-150-047-044-961; 035-776-610-863-582; 042-884-989-074-343; 050-943-988-713-681; 053-573-104-775-048; 055-416-475-714-205; 057-558-129-946-915; 059-450-385-467-719; 059-790-090-462-903; 064-176-452-338-805; 065-655-968-317-33X; 086-055-187-233-144; 087-991-691-200-809; 092-310-870-234-013; 102-115-650-201-495; 102-769-195-900-149; 109-641-348-965-763; 112-714-330-059-351; 113-278-954-446-219; 114-219-713-910-822; 120-889-720-304-863; 129-895-797-775-119; 134-209-258-360-246; 148-771-207-779-852,1,true,cc-by,gold
090-411-357-782-860,Task and information conflicts in the numerical Stroop task.,2022-03-30,2022,journal article,Psychophysiology,15405958; 00485772; 14698986,Wiley,United Kingdom,Ronen Hershman; Lisa Beckmann; Avishai Henik,"Studies of the Stroop color-word task have provided evidence for the existence of two conflicts: (1) an early task conflict between noting the relevant color and reading afforded by the irrelevant word (or word-like stimuli), and (2) a late information conflict between the information provided by the word and the information provided by the color. Measurements of pupil changes, in addition to reaction time (RT), have extended understanding regarding these two conflicts. The current work examines the generalizability of such understanding. We ask whether similar processes work in the comparative judgment of numbers (e.g., in the numerical Stroop task). We present two experiments that support and extend the knowledge gained in the word-color context to numerical processing. Similar to results with the Stroop color-word task, we found a dissociation between RT and pupillometry and an early task conflict followed by an information conflict.",59,9,e14057,,Stroop effect; Psychology; Generalizability theory; Pupillometry; Cognitive psychology; Task (project management); Dissociation (chemistry); Context (archaeology); Social psychology; Cognition; Developmental psychology; Pupil; Paleontology; Chemistry; Management; Physical chemistry; Neuroscience; Economics; Biology,cognitive control; information conflict; numerical cognition; pupillometry; task conflict,"Conflict, Psychological; Humans; Pupil; Reaction Time; Reading; Stroop Test",,H2020 European Research Council,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/psyp.14057 https://doi.org/10.1111/psyp.14057,http://dx.doi.org/10.1111/psyp.14057,35353908,10.1111/psyp.14057,,PMC9541263,0,000-336-459-724-854; 001-132-327-848-03X; 001-244-253-407-376; 001-270-579-754-262; 002-193-308-806-622; 002-433-880-890-036; 003-013-174-512-666; 005-978-702-193-990; 006-846-958-477-497; 010-390-514-291-052; 016-264-982-243-335; 016-671-184-363-453; 017-264-501-927-063; 018-321-172-682-003; 019-777-112-821-405; 022-169-425-892-561; 023-382-334-364-287; 024-616-699-788-643; 024-738-518-299-951; 028-908-173-804-813; 029-570-353-718-673; 031-790-841-225-102; 033-453-390-069-82X; 037-917-329-245-781; 038-945-449-040-849; 040-340-943-282-499; 045-854-895-143-717; 047-945-434-818-976; 048-385-036-857-412; 048-830-545-060-535; 050-575-770-564-63X; 052-065-296-846-21X; 060-714-975-142-334; 061-266-607-128-096; 061-933-672-559-550; 062-050-127-518-670; 063-359-293-758-356; 065-239-133-817-86X; 067-033-829-394-657; 069-187-294-435-33X; 076-278-153-811-650; 086-922-926-484-143; 090-411-357-782-860; 129-443-445-901-161; 137-040-475-569-976; 137-528-512-081-822; 138-028-615-365-460,5,true,cc-by,hybrid
090-818-458-183-407,A network security posture assessment model based on binary semantic analysis,2022-01-21,2022,journal article,Soft Computing,14327643; 14337479,Springer Science and Business Media LLC,Germany,Dasheng Wu,,26,20,10599,10606,Computer science; Binary number; Network security; Artificial intelligence; Computer security; Data mining; Mathematics; Arithmetic,,,,,,http://dx.doi.org/10.1007/s00500-021-06720-2,,10.1007/s00500-021-06720-2,,,0,001-565-182-968-930; 007-467-270-252-827; 019-458-706-527-221; 025-777-183-297-249; 034-188-876-069-290; 053-377-570-501-193; 054-558-159-981-341; 056-261-026-854-408; 062-026-023-666-222; 062-511-692-573-751; 102-713-622-663-625; 107-441-637-733-919; 109-484-433-405-06X; 116-531-466-622-67X; 127-425-043-394-011; 154-539-840-739-566,3,false,,
091-065-751-369-131,"On ranking climate factors affecting the living organisms based on paired comparison model, a Bayesian approach",2022-08-31,2022,journal article,Climate Dynamics,09307575; 14320894,Springer Science and Business Media LLC,Germany,Khalil Ullah; Muhammad Aslam; Nasir Abbas; Syed Irfan Shah,"The method of paired comparisons (PC) endeavors to rank treatments presented in pairs to panelists (or respondents, judges, jurists, etc.) and they have to select the better one based on sensory evaluations. Sometimes the situations may occur when the panelists cannot discriminate between the treatments and declare a tie. In this study, an effort is made to extend the Weibull PC model to accommodate ties. The extended Weibull PC model is analyzed using Bayesian paradigm. Four different loss functions are used under noninformative (Uniform and Jeffreys) priors. The posterior and marginal posterior distributions are derived. The posterior estimates, posterior risks, preference probabilities, posterior probabilities and predictive probabilities are evaluated to know the ranking of ecological factor. The goodness of the proposed model is assessed. The entire analysis is carried out using a real data set based on the preference for the ecological factors.",60,9-10,2759,2766,Prior probability; Ranking (information retrieval); Posterior probability; Bayesian probability; Weibull distribution; Statistics; Preference; Rank (graph theory); Econometrics; Set (abstract data type); Mathematics; Computer science; Paired comparison; Machine learning; Combinatorics; Programming language,,,,,https://www.researchsquare.com/article/rs-1744907/latest.pdf https://doi.org/10.21203/rs.3.rs-1744907/v1,http://dx.doi.org/10.1007/s00382-022-06472-1,,10.1007/s00382-022-06472-1,,,0,005-932-334-805-223; 007-317-472-071-502; 017-685-343-590-359; 025-009-658-071-875; 032-256-114-315-28X; 035-776-610-863-582; 042-884-989-074-343; 048-967-697-910-006; 052-181-180-941-483; 080-573-113-960-586; 102-651-770-272-238; 124-850-148-955-311; 157-756-262-284-052,0,true,,green
091-433-815-619-619,Unskilled but aware of it? Cluster analysis of creative metacognition from preschool age to early adulthood,2021-05-03,2021,journal article,The Journal of Creative Behavior,00220175; 21626057,Wiley,United States,Marek Urban; Kamila Urban,"<jats:title>Abstract</jats:title><jats:p>The unskilled and unaware effect occurs when low‐performing individuals overestimate their performance, while high performers underestimate it. The aim of the present study was to examine an occurrence of the unskilled and unaware effect in a self‐assessment of creative performance, linking this phenomenon to creative metacognition (CMC) research. 262 participants from four educational stages (preschool, elementary school, high school, and undergraduate) performed an alternative uses task and evaluated their performance using self‐ and comparative judgments. A non‐hierarchical cluster analysis of creative performance, judgments, and metacognitive accuracy was able to identify three separate clusters: an overestimating group of <jats:italic>unskilled and unaware</jats:italic> participants (27.1%), an underestimating group of <jats:italic>skilled and unaware</jats:italic> participants (44.3%), and, surprisingly, a group of <jats:italic>unskilled but aware</jats:italic> participants (28.6%). All three groups were present throughout the entire sample, from preschoolers to university students, but the distribution had developed with age. The most unskilled and unaware participants were in the group of preschoolers, while there were the most skilled but unaware among the university students. The findings are discussed in the context of creative metacognition and creative self‐efficacy research.</jats:p>",55,4,937,945,Divergent thinking; Metacognition; Developmental psychology; Psychology; Disease cluster; Dunning–Kruger effect; Early adulthood; Preschool child,,,,Agentúra na Podporu Výskumu a Vývoja,https://onlinelibrary.wiley.com/doi/full/10.1002/jocb.499,http://dx.doi.org/10.1002/jocb.499,,10.1002/jocb.499,3158196352,,0,005-607-549-272-058; 005-863-995-562-867; 010-978-134-937-904; 012-971-408-472-122; 014-537-153-113-996; 015-698-062-213-696; 017-094-620-489-263; 023-639-356-479-473; 024-486-655-201-668; 026-862-092-817-248; 037-240-534-659-906; 045-770-103-684-550; 049-912-288-091-802; 062-476-834-460-058; 072-559-824-363-576; 076-028-862-569-092; 079-606-658-106-315; 090-936-939-151-390; 095-943-961-683-34X; 105-449-604-221-603; 105-583-418-831-173; 109-121-181-559-587; 112-741-277-319-479; 124-530-101-231-495; 124-807-791-412-865; 129-253-683-604-210; 130-751-696-537-51X; 139-975-413-705-174; 146-054-464-356-012; 147-372-547-354-16X; 148-546-445-222-290; 157-098-977-867-428; 169-135-426-270-92X,14,false,,
091-444-535-368-791,Tragic Choices and the Virtue of Techno-Responsibility Gaps.,2022-03-30,2022,journal article,Philosophy & technology,22105433; 22105441,Springer Science and Business Media LLC,Germany,John Danaher,"There is a concern that the widespread deployment of autonomous machines will open up a number of 'responsibility gaps' throughout society. Various articulations of such techno-responsibility gaps have been proposed over the years, along with several potential solutions. Most of these solutions focus on 'plugging' or 'dissolving' the gaps. This paper offers an alternative perspective. It argues that techno-responsibility gaps are, sometimes, to be welcomed and that one of the advantages of autonomous machines is that they enable us to embrace certain kinds of responsibility gap. The argument is based on the idea that human morality is often tragic. We frequently confront situations in which competing moral considerations pull in different directions and it is impossible to perfectly balance these considerations. This heightens the burden of responsibility associated with our choices. We cope with the tragedy of moral choice in different ways. Sometimes we delude ourselves into thinking the choices we make were not tragic (illusionism); sometimes we delegate the tragic choice to others (delegation); sometimes we make the choice ourselves and bear the psychological consequences (responsibilisation). Each of these strategies has its benefits and costs. One potential advantage of autonomous machines is that they enable a reduced cost form of delegation. However, we only gain the advantage of this reduced cost if we accept that some techno-responsibility gaps are virtuous.",35,2,26,,Delegation; Moral responsibility; Argument (complex analysis); Morality; Delegate; Law and economics; Virtue; Tragedy (event); Environmental ethics; Sociology; Economics; Law; Political science; Computer science; Philosophy; Social science; Biochemistry; Chemistry; Programming language,AI; Burden of choice; Delegation; Illusions; Moral dilemmas; Responsibility; Responsibility gap; Robotics; Tragic choices,,,"National University Ireland, Galway",https://link.springer.com/content/pdf/10.1007/s13347-022-00519-1.pdf https://doi.org/10.1007/s13347-022-00519-1 https://philpapers.org/archive/DANTCA-12.pdf https://philpapers.org/rec/DANTCA-12,http://dx.doi.org/10.1007/s13347-022-00519-1,35378903,10.1007/s13347-022-00519-1,,PMC8967079,0,002-556-398-707-934; 003-167-038-018-032; 003-475-354-542-631; 004-113-833-530-636; 004-278-540-635-19X; 005-040-269-760-79X; 011-074-725-304-433; 011-455-612-649-864; 011-558-500-155-060; 011-685-606-100-81X; 012-319-990-210-701; 013-613-556-484-463; 014-126-240-704-309; 016-484-548-630-441; 018-204-723-944-792; 026-896-525-188-922; 030-681-341-991-67X; 033-513-674-858-857; 035-552-854-344-591; 036-130-488-246-022; 036-516-744-598-046; 038-174-069-555-530; 040-736-978-220-90X; 042-290-330-546-594; 042-339-551-853-939; 042-912-384-577-015; 046-067-978-341-931; 054-667-985-548-323; 061-069-424-731-332; 065-130-450-554-881; 065-925-577-699-702; 073-755-160-792-718; 075-716-665-956-264; 076-405-188-820-687; 081-171-589-617-497; 082-207-555-052-254; 086-109-184-153-334; 088-792-537-006-631; 091-549-690-198-885; 105-050-768-989-884; 109-772-812-845-985; 113-452-981-053-630; 115-864-547-345-394; 117-794-985-965-034; 120-014-440-699-096; 123-368-383-289-134; 126-270-293-682-083; 144-451-314-239-95X; 162-701-588-027-577; 163-858-790-814-349; 164-463-643-472-537; 181-888-483-146-862; 191-392-252-671-41X,9,true,cc-by,hybrid
091-469-208-520-11X,"Validity, Reliability and Efficiency of Comparative Judgement to Assess Student Work",,2023,book,Frontiers Research Topics,16648714,Frontier Media SA,,Sven De Maeyer; Tine Van Daal; Renske Bouwer; Marije Lesterhuis; Eva Hartell,,,,,,Judgement; Reliability (semiconductor); Work (physics); Psychology; Computer science; Reliability engineering; Engineering; Epistemology; Mechanical engineering; Philosophy; Power (physics); Physics; Quantum mechanics,,,,,https://dspace.library.uu.nl/bitstream/handle/1874/426486/feduc_07_1100095.pdf?sequence=1&isAllowed=y https://dspace.library.uu.nl/handle/1874/426486,http://dx.doi.org/10.3389/978-2-8325-1143-5,,10.3389/978-2-8325-1143-5,,,0,,0,true,,green
091-645-849-755-509,Optimal Full Ranking from Pairwise Comparisons,2021-01-20,2021,preprint,arXiv (Cornell University),,,,Pinhan Chen; Chao Gao; Anderson Y. Zhang,"We consider the problem of ranking $n$ players from partial pairwise comparison data under the Bradley-Terry-Luce model. For the first time in the literature, the minimax rate of this ranking problem is derived with respect to the Kendall's tau distance that measures the difference between two rank vectors by counting the number of inversions. The minimax rate of ranking exhibits a transition between an exponential rate and a polynomial rate depending on the magnitude of the signal-to-noise ratio of the problem. To the best of our knowledge, this phenomenon is unique to full ranking and has not been seen in any other statistical estimation problem. To achieve the minimax rate, we propose a divide-and-conquer ranking algorithm that first divides the $n$ players into groups of similar skills and then computes local MLE within each group. The optimality of the proposed algorithm is established by a careful approximate independence argument between the two steps.",,,,,Minimax; Ranking (information retrieval); Pairwise comparison; Mathematics; Rank (graph theory); Independence (probability theory); Ranking SVM; Statistics; Mathematical optimization; Combinatorics; Computer science; Artificial intelligence,,,,,https://arxiv.org/abs/2101.08421,http://dx.doi.org/10.48550/arxiv.2101.08421,,10.48550/arxiv.2101.08421,,,0,,0,true,,green
091-908-864-206-008,A Kemeny Distance-Based Robust Fuzzy Clustering for Preference Data,2022-10-07,2022,journal article,Journal of Classification,01764268; 14321343,Springer Science and Business Media LLC,Germany,Pierpaolo D'Urso; Vincenzina Vitale,"<jats:title>Abstract</jats:title><jats:p>We propose two robust fuzzy clustering techniques in the context of preference rankings to group judges into homogeneous clusters even in the case of contamination due to outliers or, more generally, noisy data. The two fuzzy C-Medoids clustering methods, based on the same suitable exponential transformation of the Kemeny distance, belong to two different approaches and differ in the way they introduce the fuzziness in the membership matrix, the one based on the “m” exponent and the other on the Shannon entropy. As far as the Kemeny distance is concerned, it is equivalent to the Kendall distance in the case of complete rankings but differs from the latter in the way of handling tied rankings. Simulations prove that our methods are able to recover the natural structure of the groups neutralizing the effect of possible noises and outliers. Two applications to real datasets are also provided.</jats:p>",39,3,600,647,Cluster analysis; Mathematics; Outlier; Fuzzy clustering; Medoid; Entropy (arrow of time); Fuzzy logic; Context (archaeology); Data mining; Artificial intelligence; Pattern recognition (psychology); Computer science; Statistics; Geography; Physics; Archaeology; Quantum mechanics,,,,Università degli Studi di Roma La Sapienza,https://link.springer.com/content/pdf/10.1007/s00357-022-09420-0.pdf https://doi.org/10.1007/s00357-022-09420-0,http://dx.doi.org/10.1007/s00357-022-09420-0,,10.1007/s00357-022-09420-0,,,0,001-507-256-622-970; 004-726-656-078-061; 007-406-088-886-656; 012-486-163-943-678; 015-007-371-755-936; 020-788-644-213-119; 021-716-208-836-655; 022-283-518-567-994; 022-330-469-474-714; 023-535-935-912-247; 026-033-301-104-773; 028-189-727-446-758; 030-231-842-862-35X; 035-776-610-863-582; 045-747-103-504-85X; 049-762-713-026-470; 051-889-098-675-865; 052-637-757-521-487; 061-830-596-967-576; 069-578-763-186-611; 070-582-193-169-20X; 072-250-786-705-874; 079-389-137-001-528; 082-583-670-217-316; 087-991-691-200-809; 090-494-244-187-754; 092-289-706-211-721; 095-297-630-695-553; 106-565-440-990-581; 107-903-830-874-725; 110-212-182-209-81X; 111-509-053-187-355; 116-355-372-427-320; 117-014-962-390-127; 117-352-939-718-472; 122-020-579-257-659; 125-976-766-064-655; 128-767-094-113-693; 129-140-534-173-700; 131-169-331-991-878; 131-492-601-356-365; 138-994-213-130-385; 139-672-696-120-580; 141-502-522-493-192; 145-576-883-123-629; 153-030-992-195-344; 168-516-239-872-872; 178-422-975-780-285,1,true,cc-by,hybrid
091-964-259-472-734,A Question of Style: A Dataset for Analyzing Formality on Different Levels,,2023,conference proceedings article,Findings of the Association for Computational Linguistics: EACL 2023,,Association for Computational Linguistics,,Elisabeth Eder; Ulrike Krieg-Holz; Michael Wiegand,"Accounting for different degrees of formality is crucial for producing contextually appropriate language. To assist NLP applications concerned with this problem and formality analysis in general, we present the first dataset of sentences from a wide range of genres assessed on a continuous informal-formal scale via comparative judgments. It is the first corpus with a comprehensive perspective on German sentence-level formality overall. We compare machine learning models for formality scoring, a task we treat as a regression problem, on our dataset. Finally, we investigate the relation between sentence- and document-level formality and evaluate leveraging sentence-based annotations for assessing formality on documents.",,,,,Formality; Sentence; Computer science; Natural language processing; Task (project management); Artificial intelligence; Style (visual arts); Perspective (graphical); Range (aeronautics); Linguistics; Philosophy; Materials science; Management; Archaeology; Economics; Composite material; History,,,,,https://aclanthology.org/2023.findings-eacl.42.pdf https://doi.org/10.18653/v1/2023.findings-eacl.42,http://dx.doi.org/10.18653/v1/2023.findings-eacl.42,,10.18653/v1/2023.findings-eacl.42,,,0,,0,true,cc-by,bronze
092-681-184-952-931,"Statistical resentment, or: what's wrong with acting, blaming, and believing on the basis of statistics alone",2021-02-05,2021,journal article,Synthese,00397857; 15730964,Springer Science and Business Media LLC,Netherlands,David Enoch; Levi Spectre,"Statistical evidence—say, that 95% of your co-workers badmouth each other—can never render resenting your colleague appropriate, in the way that other evidence (say, the testimony of a reliable friend) can. The problem of statistical resentment is to explain why. We put the problem of statistical resentment in several wider contexts: The context of the problem of statistical evidence in legal theory; the epistemological context—with problems like the lottery paradox for knowledge, epistemic impurism and doxastic wrongdoing; and the context of a wider set of examples of responses and attitudes that seem not to be appropriately groundable in statistical evidence. Regrettably, we do not come up with a fully general, fully adequate, fully unified account of all the phenomena discussed. But we give reasons to believe that no such account is forthcoming, and we sketch a somewhat messier account that may be the best that can be had here.",199,3-4,5687,5718,,,,,Israel Science Foundation,,http://dx.doi.org/10.1007/s11229-021-03042-6,,10.1007/s11229-021-03042-6,,,0,000-411-827-244-174; 001-067-990-065-797; 002-545-383-089-113; 004-526-211-866-181; 009-906-502-234-615; 016-905-424-797-269; 017-086-166-302-488; 020-454-429-836-76X; 020-859-702-348-94X; 031-703-160-520-124; 032-190-204-233-537; 034-437-929-367-49X; 036-332-797-366-541; 038-107-550-961-885; 038-923-746-488-749; 041-445-527-705-488; 044-551-149-201-386; 047-188-195-645-493; 048-755-465-069-727; 050-519-730-245-179; 055-161-578-640-235; 060-433-584-955-599; 064-068-479-401-925; 067-550-144-131-956; 068-972-791-881-127; 069-350-862-644-146; 072-351-768-075-832; 076-561-970-321-655; 077-607-079-476-890; 079-742-313-750-865; 081-787-852-181-797; 086-306-546-785-666; 089-056-610-320-370; 093-255-538-897-859; 099-384-034-836-402; 104-033-277-112-42X; 104-680-662-545-556; 109-365-402-610-325; 109-515-498-501-983; 113-838-252-064-884; 122-160-921-330-124; 124-550-170-085-039; 125-194-325-975-422; 126-715-055-978-064; 140-232-118-006-299; 157-293-612-263-473; 160-943-781-459-688; 163-194-349-164-526; 170-420-233-613-517; 189-993-349-844-032; 193-681-751-086-462,8,true,,green
